,temperature,rain_1h,snow_1h,clouds_percentage,population_density,hour,_Christmas Day,_Columbus Day,_Independence Day,_Labor Day,_Martin Luther King Jr Day,_Memorial Day,_New Years Day,_None,_State Fair,_Thanksgiving Day,_Veterans Day,_Washingtons Birthday
12916,277.37,0.0,0.0,75,6316,16,0,0,0,0,0,0,0,1,0,0,0,0
20862,261.23,0.0,0.0,1,274,2,0,0,0,0,0,0,0,1,0,0,0,0
27951,287.84,0.0,0.0,1,6263,16,0,0,0,0,0,0,0,1,0,0,0,0
34657,290.62,0.0,0.0,40,4666,9,0,0,0,0,0,0,0,1,0,0,0,0
42565,270.02,0.0,0.0,75,5885,8,0,0,0,0,0,0,0,1,0,0,0,0
31349,276.4,0.0,0.0,40,3219,19,0,0,0,0,0,0,0,1,0,0,0,0
17718,295.62,0.0,0.0,1,6620,16,0,0,0,0,0,0,0,1,0,0,0,0
34985,292.4,0.0,0.0,1,3318,22,0,0,0,0,0,0,0,1,0,0,0,0
30203,272.55,0.0,0.0,1,759,0,0,0,0,0,0,0,0,1,0,0,0,0
3692,260.51,0.0,0.0,20,4139,19,0,0,0,0,0,0,0,1,0,0,0,0
30252,275.15,0.0,0.0,90,325,2,0,0,0,0,0,0,0,1,0,0,0,0
34341,294.1,0.0,0.0,90,920,0,0,0,0,0,0,0,0,1,0,0,0,0
13253,274.98,0.25,0.0,90,5974,17,0,0,0,0,0,0,0,1,0,0,0,0
40937,269.22,0.0,0.0,90,2720,20,0,0,0,0,0,0,0,1,0,0,0,0
39802,270.0,0.0,0.0,90,2554,22,0,0,0,0,0,0,0,1,0,0,0,0
34621,290.21,0.0,0.0,75,1387,0,0,0,0,0,0,0,0,1,0,0,0,0
2790,273.86,0.0,0.0,90,5447,15,0,0,0,0,0,0,0,1,0,0,0,0
15307,299.51,0.0,0.0,92,5718,15,0,0,0,0,0,0,0,1,0,0,0,0
20903,268.22,0.0,0.0,90,5591,8,0,0,0,0,0,0,0,1,0,0,0,0
28268,269.15,0.0,0.0,1,2070,20,0,0,0,0,0,0,0,1,0,0,0,0
37754,289.68,0.0,0.0,90,6783,16,0,0,0,0,0,0,0,1,0,0,0,0
22456,297.7,0.0,0.0,1,6991,16,0,0,0,0,0,0,0,1,0,0,0,0
7473,300.83,0.0,0.0,32,3902,12,0,0,0,0,0,0,0,1,0,0,0,0
20883,275.15,0.0,0.0,90,6583,7,0,0,0,0,0,0,0,1,0,0,0,0
23124,280.58,0.0,0.0,1,890,1,0,0,0,0,0,0,0,1,0,0,0,0
2110,274.09,0.0,0.0,90,1945,21,0,0,0,0,0,0,0,1,0,0,0,0
34246,288.78,0.0,0.0,1,658,4,0,0,0,0,0,0,0,1,0,0,0,0
14520,297.06,0.0,0.0,92,3501,19,0,0,0,0,0,0,0,1,0,0,0,0
8213,289.28,0.0,0.0,92,1179,23,0,0,0,0,0,0,0,1,0,0,0,0
37866,283.01,0.0,0.0,40,1960,8,0,0,0,0,0,0,0,1,0,0,0,0
31517,282.95,0.0,0.0,75,1581,22,0,0,0,0,0,0,0,1,0,0,0,0
31438,270.49,0.0,0.0,40,6515,17,0,0,0,0,0,0,0,1,0,0,0,0
6898,294.22,0.0,0.0,0,2545,21,0,0,0,0,0,0,0,1,0,0,0,0
20358,271.93,0.0,0.0,1,3359,16,0,0,0,0,0,0,0,1,0,0,0,0
21682,275.43,0.0,0.0,90,6115,8,0,0,0,0,0,0,0,1,0,0,0,0
37612,286.37,0.0,0.0,90,2403,8,0,0,0,0,0,0,0,1,0,0,0,0
11670,258.2,0.0,0.0,64,4939,9,0,0,0,0,0,0,0,1,0,0,0,0
28631,274.88,0.0,0.0,90,5552,6,0,0,0,0,0,0,0,1,0,0,0,0
47887,287.48,1.78,0.0,90,914,4,0,0,0,0,0,0,0,1,0,0,0,0
10913,249.15,0.0,0.0,20,1342,5,0,0,0,0,0,0,0,1,0,0,0,0
37444,288.01,0.0,0.0,90,5085,9,0,0,0,0,0,0,0,1,0,0,0,0
24114,305.24,0.0,0.0,0,4456,16,0,0,0,0,0,0,0,1,0,0,0,0
30242,275.75,0.0,0.0,90,3245,21,0,0,0,0,0,0,0,1,0,0,0,0
619,284.29,0.0,0.0,90,5351,18,0,0,0,0,0,0,0,1,0,0,0,0
15765,295.3,0.0,0.0,75,2798,8,0,0,0,0,0,0,0,1,0,0,0,0
30202,272.55,0.0,0.0,1,759,0,0,0,0,0,0,0,0,1,0,0,0,0
19308,290.15,0.0,0.0,1,5042,12,0,0,0,0,0,0,0,1,0,0,0,0
47074,290.78,1.78,0.0,1,382,3,0,0,0,0,0,0,0,1,0,0,0,0
24035,288.47,0.0,0.0,12,5394,9,0,0,0,0,0,0,0,1,0,0,0,0
18283,301.3,0.0,0.0,1,4733,18,0,0,0,0,0,0,0,1,0,0,0,0
38104,279.55,0.0,0.0,1,6046,6,0,0,0,0,0,0,0,1,0,0,0,0
2688,267.41,0.0,0.0,1,3482,10,0,0,0,0,0,0,0,1,0,0,0,0
15407,292.67,9.9,0.0,92,4792,9,0,0,0,0,0,0,0,1,0,0,0,0
33930,288.08,0.0,0.0,40,4613,12,0,0,0,0,0,0,0,1,0,0,0,0
5917,286.75,0.0,0.0,90,5263,11,0,0,0,0,0,0,0,1,0,0,0,0
24068,300.57,0.0,0.0,0,5276,18,0,0,0,0,0,0,0,1,0,0,0,0
19844,276.02,0.0,0.0,90,1283,7,0,0,0,0,0,0,0,1,0,0,0,0
5605,299.4,0.0,0.0,40,5956,17,0,0,0,0,0,0,0,1,0,0,0,0
2237,270.62,0.0,0.0,90,4785,11,0,0,0,0,0,0,0,1,0,0,0,0
47038,291.08,0.76,0.0,90,3503,8,0,0,0,0,0,0,0,1,0,0,0,0
38687,276.82,0.0,0.0,90,469,5,0,0,0,0,0,0,0,1,0,0,0,0
39632,266.88,0.0,0.0,75,5536,17,0,0,0,0,0,0,0,1,0,0,0,0
32494,289.82,0.0,0.0,75,3746,11,0,0,0,0,0,0,0,1,0,0,0,0
24983,285.137,0.0,0.0,0,789,5,0,0,0,0,0,0,0,1,0,0,0,0
31923,274.15,0.0,0.0,1,4627,18,0,0,0,0,0,0,0,1,0,0,0,0
26218,297.66,0.0,0.0,40,3582,18,0,0,0,0,0,0,0,1,0,0,0,0
11137,251.15,0.0,0.0,90,435,5,0,0,0,0,0,0,0,1,0,0,0,0
46905,295.22,0.0,0.0,75,5875,17,0,0,0,0,0,0,0,1,0,0,0,0
17076,298.09,0.0,0.0,1,5235,14,0,0,0,0,0,0,0,1,0,0,0,0
2932,259.45,0.0,0.0,90,6414,16,0,0,0,0,0,0,0,1,0,0,0,0
18097,284.76,0.6,0.0,1,374,3,0,0,0,0,0,0,0,1,0,0,0,0
8829,294.61,0.0,0.0,20,3433,19,0,0,0,0,0,0,0,1,0,0,0,0
232,282.2,0.0,0.0,75,6057,16,0,0,0,0,0,0,0,1,0,0,0,0
11609,272.11,0.0,0.0,64,1499,22,0,0,0,0,0,0,0,1,0,0,0,0
44523,294.29,0.0,0.0,90,4744,11,0,0,0,0,0,0,0,1,0,0,0,0
10034,271.3,0.0,0.0,90,5995,15,0,0,0,0,0,0,0,1,0,0,0,0
45901,301.15,0.0,0.0,1,4794,14,0,0,0,0,0,0,0,1,0,0,0,0
15143,299.52,0.0,0.0,0,4724,12,0,0,0,0,0,0,0,1,0,0,0,0
15667,303.84,0.0,0.0,75,5459,14,0,0,0,0,0,0,0,1,0,0,0,0
41448,258.35,0.0,0.0,90,4545,12,0,0,0,0,0,0,0,1,0,0,0,0
17520,290.08,0.25,0.0,90,400,1,0,0,0,0,0,0,0,1,0,0,0,0
31780,268.28,0.0,0.0,90,503,1,0,0,0,0,0,0,0,1,0,0,0,0
28004,272.82,0.0,0.0,1,2781,21,0,0,0,0,0,0,0,1,0,0,0,0
30748,262.35,0.0,0.0,1,1854,0,0,0,0,0,0,0,0,1,0,0,0,0
40571,251.07,0.0,0.0,1,2728,5,0,0,0,0,0,0,0,1,0,0,0,0
34391,296.75,0.0,0.0,1,641,2,0,0,0,0,0,0,0,1,0,0,0,0
46177,289.29,0.0,0.0,75,5866,8,0,0,0,0,0,0,0,1,0,0,0,0
10596,250.83,0.0,0.0,64,4887,9,0,0,0,0,0,0,0,1,0,0,0,0
20878,275.86,0.0,0.0,90,365,1,0,0,0,0,0,0,0,1,0,0,0,0
10534,260.81,0.0,0.0,90,471,0,0,0,0,0,0,0,0,1,0,0,0,0
8216,290.54,0.0,0.0,92,292,2,0,0,0,0,0,0,0,1,0,0,0,0
6364,284.41,0.0,0.0,1,5090,11,0,0,0,0,0,0,0,1,0,0,0,0
16260,300.06,0.0,0.0,1,2621,19,0,0,0,0,0,0,0,1,0,0,0,0
29714,273.02,0.0,0.0,90,827,23,0,0,0,0,0,0,0,1,0,0,0,0
26731,289.79,0.0,0.0,0,4189,10,0,0,0,0,0,0,0,1,0,0,0,0
34788,285.03,0.0,0.0,1,1042,5,0,0,0,0,0,0,0,1,0,0,0,0
23325,281.04,0.0,0.0,90,5563,14,0,0,0,0,0,0,0,1,0,0,0,0
15802,299.27,0.0,0.0,40,5966,14,0,0,0,0,0,0,0,1,0,0,0,0
47196,289.47,0.0,0.0,75,4969,11,0,0,0,0,0,0,0,1,0,0,0,0
28915,264.93,0.0,0.0,90,493,3,0,0,0,0,0,0,0,1,0,0,0,0
16832,302.64,0.0,0.0,40,5341,17,0,0,0,0,0,0,0,1,0,0,0,0
1774,278.93,0.0,0.0,75,5253,9,0,0,0,0,0,0,0,1,0,0,0,0
44316,294.37,0.0,0.0,75,4728,10,0,0,0,0,0,0,0,1,0,0,0,0
25519,292.15,0.0,0.0,0,3021,21,0,0,0,0,0,0,0,1,0,0,0,0
13936,275.67,0.0,0.0,1,436,5,0,0,0,0,0,0,0,1,0,0,0,0
5476,273.91,0.0,0.0,1,4899,11,0,0,0,0,0,0,0,1,0,0,0,0
37059,291.48,0.0,0.0,1,240,2,0,0,0,0,0,0,0,1,0,0,0,0
24060,294.15,0.0,0.0,12,4872,10,0,0,0,0,0,0,0,1,0,0,0,0
7450,302.11,0.0,0.0,0,4426,13,0,0,0,0,0,0,0,1,0,0,0,0
14455,284.3,7.02,0.0,90,4922,14,0,0,0,0,0,0,0,1,0,0,0,0
22327,272.49,0.0,0.0,90,5529,6,0,0,0,0,0,0,0,1,0,0,0,0
42355,273.08,0.0,0.0,5,5113,12,0,0,0,0,0,0,0,1,0,0,0,0
11791,258.87,0.0,0.0,40,3701,16,0,0,0,0,0,0,0,1,0,0,0,0
11826,247.0,0.0,0.0,1,334,3,0,0,0,0,0,0,0,1,0,0,0,0
3580,273.5,0.0,0.0,1,6759,16,0,0,0,0,0,0,0,1,0,0,0,0
47702,298.57,0.0,0.0,75,4448,10,0,0,0,0,0,0,0,1,0,0,0,0
45700,294.3,0.0,0.0,1,688,0,0,0,0,0,0,0,0,1,0,0,0,0
10946,262.75,0.0,0.0,64,462,6,0,0,0,0,0,0,0,1,0,0,0,0
33357,291.68,0.0,0.0,40,5559,14,0,0,0,0,0,0,0,1,0,0,0,0
47075,290.78,1.78,0.0,1,382,3,0,0,0,0,0,0,0,1,0,0,0,0
17745,293.71,0.0,0.0,40,3556,19,0,0,0,0,0,0,0,1,0,0,0,0
19392,289.55,0.0,0.0,5,6319,16,0,0,0,0,0,0,0,1,0,0,0,0
7478,303.43,0.0,0.0,8,3470,18,0,0,0,0,0,0,0,1,0,0,0,0
30516,271.29,0.0,0.0,90,6772,16,0,0,0,0,0,0,0,1,0,0,0,0
15029,288.18,0.0,0.0,80,716,0,0,0,0,0,0,0,0,1,0,0,0,0
14379,284.66,0.0,0.0,56,3984,19,0,0,0,0,0,0,0,1,0,0,0,0
9581,274.54,0.25,0.0,0,1408,0,0,0,0,0,0,0,0,1,0,0,0,0
617,284.29,0.0,0.0,90,5351,18,0,0,0,0,0,0,0,1,0,0,0,0
16777,297.77,0.0,0.0,1,3143,20,0,0,0,0,0,0,0,1,0,0,0,0
11621,264.12,0.25,0.0,64,3849,11,0,0,0,0,0,0,0,1,0,0,0,0
23101,283.29,0.0,0.0,40,1347,6,0,0,0,0,0,0,0,1,0,0,0,0
32115,276.65,0.0,0.0,90,2095,22,0,0,0,0,0,0,0,1,0,0,0,0
7760,304.13,0.0,0.0,0,5228,11,0,0,0,0,0,0,0,1,0,0,0,0
31311,269.61,0.0,0.0,75,955,5,0,0,0,0,0,0,0,1,0,0,0,0
863,272.85,0.0,0.0,75,4573,10,0,0,0,0,0,0,0,1,0,0,0,0
32614,282.34,0.0,0.0,90,2898,20,0,0,0,0,0,0,0,1,0,0,0,0
17219,297.29,0.0,0.0,75,3260,20,0,0,0,0,0,0,0,1,0,0,0,0
17593,286.74,0.0,0.0,1,776,0,0,0,0,0,0,0,0,1,0,0,0,0
15040,290.12,0.51,0.0,92,4405,10,0,0,0,0,0,0,0,1,0,0,0,0
16825,296.85,0.0,0.0,75,4610,10,0,0,0,0,0,0,0,1,0,0,0,0
7973,291.33,0.0,0.0,68,4218,11,0,0,0,0,0,0,0,1,0,0,0,0
11405,274.49,0.0,0.0,64,3069,10,0,0,0,0,0,0,0,1,0,0,0,0
45840,290.98,0.0,0.0,1,1422,6,0,0,0,0,0,0,0,1,0,0,0,0
42267,274.72,0.0,0.0,90,2546,20,0,0,0,0,0,0,0,1,0,0,0,0
8820,295.63,0.0,0.0,1,3792,22,0,0,0,0,0,0,0,1,0,0,0,0
6132,286.82,0.0,0.0,90,2361,23,0,0,0,0,0,0,0,1,0,0,0,0
12270,265.55,0.25,0.0,90,3670,15,0,0,0,0,0,0,0,1,0,0,0,0
35572,293.55,0.0,0.0,1,1996,7,0,0,0,0,0,0,0,1,0,0,0,0
28962,262.82,0.0,0.0,90,3066,20,0,0,0,0,0,0,0,1,0,0,0,0
14901,292.71,0.0,0.0,40,1354,23,0,0,0,0,0,0,0,1,0,0,0,0
22962,289.44,0.0,0.0,75,4557,16,0,0,0,0,0,0,0,1,0,0,0,0
3275,252.13,0.0,0.0,99,4461,10,0,0,0,0,0,0,0,1,0,0,0,0
32098,276.02,0.0,0.0,90,3701,11,0,0,0,0,0,0,0,1,0,0,0,0
6981,297.25,0.0,0.0,0,5651,14,0,0,0,0,0,0,0,1,0,0,0,0
16512,291.75,0.3,0.0,1,346,3,0,0,0,0,0,0,0,1,0,0,0,0
26675,289.92,0.0,0.0,1,1193,0,0,0,0,0,0,0,0,1,0,0,0,0
29771,254.89,0.0,0.0,90,1037,23,0,0,0,0,0,0,0,1,0,0,0,0
33248,276.62,0.0,0.0,90,4853,9,0,0,0,0,0,0,0,1,0,0,0,0
31481,274.15,0.0,0.0,1,4445,10,0,0,0,0,0,0,0,1,0,0,0,0
15632,294.63,0.0,0.0,75,432,3,0,0,0,0,0,0,0,1,0,0,0,0
34616,290.27,0.0,0.0,90,3075,22,0,0,0,0,0,0,0,1,0,0,0,0
35608,296.49,0.0,0.0,20,3731,19,0,0,0,0,0,0,0,1,0,0,0,0
7767,304.5,0.0,0.0,20,3453,20,0,0,0,0,0,0,0,1,0,0,0,0
28750,272.55,0.0,0.0,90,5358,6,0,0,0,0,0,0,0,1,0,0,0,0
15904,289.92,0.0,0.0,1,432,3,0,0,0,0,0,0,0,1,0,0,0,0
43735,289.28,0.0,0.0,90,1093,23,0,0,0,0,0,0,0,1,0,0,0,0
25234,302.2,0.0,0.0,20,4770,15,0,0,0,0,0,0,0,1,0,0,0,0
34692,296.36,0.0,0.0,40,6221,17,0,0,0,0,0,0,0,1,0,0,0,0
38556,274.35,0.0,0.0,90,4297,18,0,0,0,0,0,0,0,1,0,0,0,0
37875,293.87,0.0,0.0,1,4401,17,0,0,0,0,0,0,0,1,0,0,0,0
10815,264.17,0.0,0.0,64,364,2,0,0,0,0,0,0,0,1,0,0,0,0
7811,301.13,0.0,0.0,88,5077,17,0,0,0,0,0,0,0,1,0,0,0,0
648,278.27,0.0,0.0,90,2430,5,0,0,0,0,0,0,0,1,0,0,0,0
35210,296.09,0.0,0.0,75,1722,22,0,0,0,0,0,0,0,1,0,0,0,0
38465,278.95,0.0,0.0,40,4492,17,0,0,0,0,0,0,0,1,0,0,0,0
32424,282.35,0.0,0.0,1,5071,12,0,0,0,0,0,0,0,1,0,0,0,0
32035,277.42,0.0,0.0,90,2929,21,0,0,0,0,0,0,0,1,0,0,0,0
13277,279.12,0.0,0.0,20,4665,17,0,0,0,0,0,0,0,1,0,0,0,0
42411,275.95,0.0,0.0,1,3351,21,0,0,0,0,0,0,0,1,0,0,0,0
9764,276.17,0.0,0.0,90,2391,20,0,0,0,0,0,0,0,1,0,0,0,0
6646,291.37,0.0,0.0,1,6674,16,0,0,0,0,0,0,0,1,0,0,0,0
47966,287.4,0.0,0.0,75,5489,17,0,0,0,0,0,0,0,1,0,0,0,0
42390,272.85,0.0,0.0,1,1125,0,0,0,0,0,0,0,0,1,0,0,0,0
11526,268.25,1.02,0.0,75,4021,10,0,0,0,0,0,0,0,1,0,0,0,0
31101,274.666,0.0,0.0,0,380,4,0,0,0,0,0,0,0,1,0,0,0,0
17862,300.01,0.0,0.0,1,5403,13,0,0,0,0,0,0,0,1,0,0,0,0
36014,288.28,0.0,0.0,1,405,1,0,0,0,0,0,0,0,1,0,0,0,0
23879,293.25,0.0,0.0,75,5269,14,0,0,0,0,0,0,0,1,0,0,0,0
7512,298.15,0.0,0.0,88,822,4,0,0,0,0,0,0,0,1,0,0,0,0
17631,299.88,0.0,0.0,90,4489,15,0,0,0,0,0,0,0,1,0,0,0,0
42837,266.99,0.0,0.0,1,352,3,0,0,0,0,0,0,0,1,0,0,0,0
6319,281.22,0.0,0.0,90,334,3,0,0,0,0,0,0,0,1,0,0,0,0
7118,294.73,0.0,0.0,44,353,2,0,0,0,0,0,0,0,1,0,0,0,0
38470,276.75,0.0,0.0,90,2077,21,0,0,0,0,0,0,0,1,0,0,0,0
28569,280.02,0.0,0.0,90,304,1,0,0,0,0,0,0,0,1,0,0,0,0
42245,272.5,0.0,0.0,90,740,6,0,0,0,0,0,0,0,1,0,0,0,0
25261,303.18,0.0,0.0,75,4259,18,0,0,0,0,0,0,0,1,0,0,0,0
2728,265.04,0.0,0.0,75,1384,22,0,0,0,0,0,0,0,1,0,0,0,0
47747,293.45,0.0,0.0,20,6533,7,0,0,0,0,0,0,0,1,0,0,0,0
7798,298.98,0.0,0.0,68,426,4,0,0,0,0,0,0,0,1,0,0,0,0
19909,279.72,0.0,0.0,1,6893,16,0,0,0,0,0,0,0,1,0,0,0,0
21354,271.08,0.0,0.0,90,5300,14,0,0,0,0,0,0,0,1,0,0,0,0
34809,287.82,0.0,0.0,40,3431,22,0,0,0,0,0,0,0,1,0,0,0,0
39264,275.36,0.0,0.0,1,3280,10,0,0,0,0,0,0,0,1,0,0,0,0
1372,279.35,0.0,0.0,1,411,2,0,0,0,0,0,0,0,1,0,0,0,0
37518,289.01,0.0,0.0,40,4948,13,0,0,0,0,0,0,0,1,0,0,0,0
10653,261.13,0.0,0.0,90,2730,20,0,0,0,0,0,0,0,1,0,0,0,0
13388,273.87,0.0,0.0,90,5060,9,0,0,0,0,0,0,0,1,0,0,0,0
34044,289.47,0.0,0.0,1,1373,0,0,0,0,0,0,0,0,1,0,0,0,0
23404,283.87,0.0,0.0,20,1806,22,0,0,0,0,0,0,0,1,0,0,0,0
26326,292.94,0.0,0.0,1,250,3,0,0,0,0,0,0,0,1,0,0,0,0
10472,251.14,0.0,0.0,1,2394,22,0,0,0,0,0,0,0,1,0,0,0,0
28960,263.75,0.0,0.0,75,5025,18,0,0,0,0,0,0,0,1,0,0,0,0
17708,284.54,0.0,0.0,1,5801,6,0,0,0,0,0,0,0,1,0,0,0,0
17368,302.91,0.0,0.0,1,5376,12,0,0,0,0,0,0,0,1,0,0,0,0
14380,284.17,0.0,0.0,56,3117,20,0,0,0,0,0,0,0,1,0,0,0,0
36237,289.72,0.0,0.0,90,873,4,0,0,0,0,0,0,0,1,0,0,0,0
8047,297.39,1.02,0.0,0,5907,15,0,0,0,0,0,0,0,1,0,0,0,0
26635,291.94,4.74,0.0,75,5272,17,0,0,0,0,0,0,0,1,0,0,0,0
15025,292.81,0.38,0.0,1,3139,20,0,0,0,0,0,0,0,1,0,0,0,0
25608,302.588,0.0,0.0,20,4525,14,0,0,0,0,0,0,0,1,0,0,0,0
30165,271.46,0.0,0.0,90,684,0,0,0,0,0,0,0,0,1,0,0,0,0
5105,271.75,0.0,0.0,90,860,1,0,0,0,0,0,0,0,1,0,0,0,0
21747,281.55,0.0,0.0,40,1091,7,0,0,0,0,0,0,0,1,0,0,0,0
18664,283.89,0.0,0.0,1,2995,5,0,0,0,0,0,0,0,1,0,0,0,0
21341,270.51,0.0,0.0,1,3139,19,0,0,0,0,0,0,0,1,0,0,0,0
21368,271.65,0.0,0.0,1,5036,9,0,0,0,0,0,0,0,1,0,0,0,0
13675,266.88,0.0,0.0,1,6271,8,0,0,0,0,0,0,0,1,0,0,0,0
25370,297.05,0.0,0.0,40,2838,20,0,0,0,0,0,0,0,1,0,0,0,0
30614,273.28,0.0,0.0,90,4314,13,0,0,0,0,0,0,0,1,0,0,0,0
41936,278.95,0.0,0.0,75,6316,17,0,0,0,0,0,0,0,1,0,0,0,0
30644,273.95,0.0,0.0,90,319,1,0,0,0,0,0,0,0,1,0,0,0,0
31636,263.59,0.0,0.0,1,5763,13,0,0,0,0,0,0,0,1,0,0,0,0
6667,293.2,0.0,0.0,40,4958,13,0,0,0,0,0,0,0,1,0,0,0,0
22720,285.57,1.02,0.0,90,1734,7,0,0,0,0,0,0,0,1,0,0,0,0
17138,289.5,0.0,0.0,1,914,4,0,0,0,0,0,0,0,1,0,0,0,0
8650,304.28,0.0,0.0,24,4517,16,0,0,0,0,0,0,0,1,0,0,0,0
39056,275.48,0.0,0.0,90,2657,23,0,0,0,0,0,0,0,1,0,0,0,0
32906,281.42,0.0,0.0,40,3290,20,0,0,0,0,0,0,0,1,0,0,0,0
29231,257.96,0.0,0.0,90,2632,11,0,0,0,0,0,0,0,1,0,0,0,0
389,287.04,0.0,0.0,90,5887,15,0,0,0,0,0,0,0,1,0,0,0,0
33873,283.09,0.0,0.0,90,333,4,0,0,0,0,0,0,0,1,0,0,0,0
36518,296.28,0.0,0.0,75,5720,15,0,0,0,0,0,0,0,1,0,0,0,0
26078,292.06,0.0,0.0,90,3969,17,0,0,0,0,0,0,0,1,0,0,0,0
22307,277.58,0.0,0.0,90,5218,12,0,0,0,0,0,0,0,1,0,0,0,0
27819,277.01,0.0,0.0,1,6166,7,0,0,0,0,0,0,0,1,0,0,0,0
7541,290.67,0.0,0.0,24,6506,7,0,0,0,0,0,0,0,1,0,0,0,0
13735,276.24,0.0,0.0,1,3067,20,0,0,0,0,0,0,0,1,0,0,0,0
18050,292.63,0.0,0.0,1,2880,9,0,0,0,0,0,0,0,1,0,0,0,0
12389,273.9,0.0,0.0,90,4547,14,0,0,0,0,0,0,0,1,0,0,0,0
21742,282.29,0.0,0.0,1,999,1,0,0,0,0,0,0,0,1,0,0,0,0
36941,281.44,0.0,0.0,40,6500,7,0,0,0,0,0,0,0,1,0,0,0,0
38092,291.44,0.0,0.0,40,4474,18,0,0,0,0,0,0,0,1,0,0,0,0
5248,275.33,0.0,0.0,90,1577,21,0,0,0,0,0,0,0,1,0,0,0,0
2040,275.71,0.0,0.0,90,307,3,0,0,0,0,0,0,0,1,0,0,0,0
11190,264.25,0.0,0.0,64,5302,14,0,0,0,0,0,0,0,1,0,0,0,0
7254,300.64,1.02,0.0,44,5306,13,0,0,0,0,0,0,0,1,0,0,0,0
30713,263.65,0.0,0.0,40,4801,13,0,0,0,0,0,0,0,1,0,0,0,0
20703,259.43,0.0,0.0,90,4510,18,0,0,0,0,0,0,0,1,0,0,0,0
34192,291.16,0.0,0.0,1,2290,22,0,0,0,0,0,0,0,1,0,0,0,0
37358,296.43,0.0,0.0,75,6778,7,0,0,0,0,0,0,0,1,0,0,0,0
17554,288.79,0.3,0.0,90,5204,12,0,0,0,0,0,0,0,1,0,0,0,0
5159,273.53,0.0,0.0,90,6400,17,0,0,0,0,0,0,0,1,0,0,0,0
46678,298.43,0.0,0.0,1,4216,10,0,0,0,0,0,0,0,1,0,0,0,0
24611,285.66,0.0,0.0,75,679,5,0,0,0,0,0,0,0,1,0,0,0,0
18953,287.72,0.0,0.0,90,4573,9,0,0,0,0,0,0,0,1,0,0,0,0
29481,274.48,0.0,0.0,90,2148,18,0,0,0,0,0,0,0,1,0,0,0,0
11671,257.77,0.0,0.0,64,4143,10,0,0,0,0,0,0,0,1,0,0,0,0
39310,279.42,0.0,0.0,75,6075,8,0,0,0,0,0,0,0,1,0,0,0,0
27584,285.949,0.0,0.0,88,6087,16,0,0,0,0,0,0,0,1,0,0,0,0
6119,287.89,0.0,0.0,90,4875,15,0,0,0,0,0,0,0,1,0,0,0,0
36655,291.79,0.0,0.0,90,3472,19,0,0,0,0,0,0,0,1,0,0,0,0
38292,282.36,0.0,0.0,1,5429,14,0,0,0,0,0,0,0,1,0,0,0,0
34203,292.28,0.0,0.0,1,4961,9,0,0,0,0,0,0,0,1,0,0,0,0
29955,258.15,0.0,0.0,90,4342,6,0,0,0,0,0,0,0,1,0,0,0,0
31085,286.372,0.0,0.0,0,5385,12,0,0,0,0,0,0,0,1,0,0,0,0
30477,270.764,0.0,0.0,92,5499,6,0,0,0,0,0,0,0,1,0,0,0,0
16759,290.24,0.0,0.0,1,312,2,0,0,0,0,0,0,0,1,0,0,0,0
21875,276.07,0.0,0.0,90,4652,18,0,0,0,0,0,0,0,1,0,0,0,0
40298,262.37,0.0,0.0,90,5178,17,0,0,0,0,0,0,0,1,0,0,0,0
19651,270.51,0.0,0.0,40,337,3,0,0,0,0,0,0,0,1,0,0,0,0
4765,270.06,0.0,0.0,1,1349,23,0,0,0,0,0,0,0,1,0,0,0,0
7876,293.28,0.0,0.0,80,5971,6,0,0,0,0,0,0,0,1,0,0,0,0
44822,293.44,0.0,0.0,90,4186,13,0,0,0,0,0,0,0,1,0,0,0,0
8343,294.89,0.0,0.0,8,4330,13,0,0,0,0,0,0,0,1,0,0,0,0
3799,266.99,0.0,0.0,90,2566,21,0,0,0,0,0,0,0,1,0,0,0,0
3235,273.98,0.0,0.0,90,6617,16,0,0,0,0,0,0,0,1,0,0,0,0
16586,293.41,0.0,0.0,90,900,4,0,0,0,0,0,0,0,1,0,0,0,0
41895,266.68,0.0,0.0,90,5418,6,0,0,0,0,0,0,0,1,0,0,0,0
27836,279.92,0.0,0.0,1,1241,0,0,0,0,0,0,0,0,1,0,0,0,0
45377,299.29,0.0,0.0,1,3497,19,0,0,0,0,0,0,0,1,0,0,0,0
23827,292.62,0.0,0.0,90,4698,11,0,0,0,0,0,0,0,1,0,0,0,0
6278,287.67,0.0,0.0,90,4352,10,0,0,0,0,0,0,0,1,0,0,0,0
35027,299.09,0.0,0.0,1,3347,18,0,0,0,0,0,0,0,1,0,0,0,0
2462,265.82,0.0,0.0,90,2335,22,0,0,0,0,0,0,0,1,0,0,0,0
3576,270.47,0.0,0.0,75,4782,11,0,0,0,0,0,0,0,1,0,0,0,0
32232,278.62,0.0,0.0,90,427,1,0,0,0,0,0,0,0,1,0,0,0,0
17943,301.58,0.0,0.0,40,5856,15,0,0,0,0,0,0,0,1,0,0,0,0
211,282.06,0.0,0.0,90,3511,19,0,0,0,0,0,0,0,1,0,0,0,0
25862,290.16,0.0,0.0,92,440,4,0,0,0,0,0,0,0,1,0,0,0,0
4170,266.39,0.0,0.0,1,389,3,0,0,0,0,0,0,0,1,0,0,0,0
16341,293.22,4.57,0.0,90,5205,15,0,0,0,0,0,0,0,1,0,0,0,0
